word,model,acc,f1
এঁটে,muril,0.8611111111111112,0.8610038610038611
এঁটে,xl-lexeme,0.7222222222222222,0.6989966555183946
এঁটে,xlm-r,0.5185185185185185,0.5125
এঁটে,indic,0.8888888888888888,0.8857142857142857
এঁটে,e5,0.5648148148148148,0.5584167029143106
এঁটে,mbert,0.5555555555555556,0.5282125955587914
এঁটে,banglabert,0.5185185185185185,0.3580246913580247
এঁটে,sahajbert,0.8796296296296297,0.8783678419821537
এঁটে,e5-large,0.5740740740740741,0.5740740740740741
এঁটে,labse,0.75,0.7473793641167807
এঁটে,para-miniLM-multilingual,0.5925925925925926,0.5920329670329669
এঁটে,para-xlm-r-multilingual,0.5092592592592593,0.4859452177817692
এঁটে,csebuet-banglabert,0.8981481481481481,0.8970804816772069
এঁটে,csebuet-banglabert-large,0.8611111111111112,0.855653568564555
